,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0017935830001079012,1063.0,150.0,False,150,0.25,512
1,1,0.12792083300064405,1588.0,302.0,False,150,0.25,512
2,2,0.25621995800065633,1589.0,454.0,False,150,0.25,512
3,3,0.3807555829998819,1647.0,606.0,False,150,0.25,512
4,4,0.5026782909999383,1647.0,757.0,False,150,0.25,512
5,5,0.6238048330005768,1647.0,908.0,False,150,0.25,512
6,6,0.7410568330005844,1662.0,1060.0,False,150,0.25,512
7,7,0.857118249999985,1664.0,1212.0,False,150,0.25,512
8,8,0.9734656660002656,1667.0,1364.0,False,150,0.25,512
9,9,1.0904324580005778,1667.0,1515.0,False,150,0.25,512
10,10,1.2061340830005065,1667.0,1666.0,False,150,0.25,512
11,11,1.3202271660002225,1667.0,1817.0,False,150,0.25,512
12,12,1.4257033750000119,1667.0,1968.0,False,150,0.25,512
13,13,1.5320503330003703,1667.0,2119.0,False,150,0.25,512
14,14,1.6393682080006329,1667.0,2270.0,False,150,0.25,512
15,15,1.7475315000001501,1667.0,2421.0,False,150,0.25,512
16,16,1.8554348750003555,1667.0,2572.0,False,150,0.25,512
17,17,1.9658819160003986,1667.0,2723.0,False,150,0.25,512
18,18,2.073790791000647,1667.0,2874.0,False,150,0.25,512
19,19,2.182044500000302,1667.0,3025.0,False,150,0.25,512
20,20,2.289859833000264,1667.0,3176.0,False,150,0.25,512
21,21,2.397763416000089,1667.0,3327.0,False,150,0.25,512
22,22,2.505199000000175,1667.0,3478.0,False,150,0.25,512
23,23,2.6121455830007108,1667.0,3629.0,False,150,0.25,512
24,24,2.7203455830003804,1667.0,3780.0,False,150,0.25,512
25,25,2.82804620800016,1667.0,3931.0,False,150,0.25,512
26,26,2.935852583000269,1667.0,4082.0,False,150,0.25,512
27,27,3.043932541000686,1667.0,4233.0,False,150,0.25,512
28,28,3.1517017080004734,1667.0,4384.0,False,150,0.25,512
29,29,3.2595184159999917,1667.0,4535.0,False,150,0.25,512
30,30,3.367312833000142,1667.0,4686.0,False,150,0.25,512
31,31,3.475348040999961,1667.0,4837.0,False,150,0.25,512
32,32,3.5857070830006705,1667.0,4988.0,False,150,0.25,512
33,33,3.6955758750000314,1667.0,5139.0,False,150,0.25,512
34,34,3.8032431250003356,1667.0,5290.0,False,150,0.25,512
35,35,3.910758583000643,1667.0,5441.0,False,150,0.25,512
36,36,4.018094458000633,1667.0,5592.0,False,150,0.25,512
37,37,4.12593141600064,1667.0,5743.0,False,150,0.25,512
38,38,4.232811625000068,1667.0,5894.0,False,150,0.25,512
39,39,4.340207375000318,1667.0,6045.0,False,150,0.25,512
40,40,4.447186500000498,1667.0,6196.0,False,150,0.25,512
41,41,4.554390916000557,1667.0,6347.0,False,150,0.25,512
42,42,4.663934541000344,1667.0,6498.0,False,150,0.25,512
43,43,4.774117666000166,1667.0,6649.0,False,150,0.25,512
44,44,4.879858625000452,1667.0,6800.0,False,150,0.25,512
45,45,4.986286625000503,1667.0,6951.0,False,150,0.25,512
46,46,5.093284250000579,1667.0,7102.0,False,150,0.25,512
47,47,5.200612790999912,1667.0,7253.0,False,150,0.25,512
48,48,5.307902708000256,1667.0,7404.0,False,150,0.25,512
49,49,5.41506229100014,1667.0,7555.0,False,150,0.25,512
50,50,5.5220488750001095,1667.0,7706.0,False,150,0.25,512
51,51,5.628937416000554,1667.0,7857.0,False,150,0.25,512
52,52,5.735965415999999,1667.0,8008.0,False,150,0.25,512
53,53,5.843132708000667,1667.0,8159.0,False,150,0.25,512
54,54,5.950835833000383,1667.0,8310.0,False,150,0.25,512
55,55,6.057992541000203,1667.0,8461.0,False,150,0.25,512
56,56,6.165093375000652,1667.0,8612.0,False,150,0.25,512
57,57,6.272393958000066,1667.0,8763.0,False,150,0.25,512
58,58,6.379577458000313,1667.0,8914.0,False,150,0.25,512
59,59,6.487039083000127,1667.0,9065.0,False,150,0.25,512
60,60,6.594045040999845,1667.0,9216.0,False,150,0.25,512
61,61,6.70122608300062,1667.0,9367.0,False,150,0.25,512
62,62,6.809837833000529,1667.0,9518.0,False,150,0.25,512
63,63,6.918487124999956,1667.0,9669.0,False,150,0.25,512
64,64,7.025927665999916,1667.0,9820.0,False,150,0.25,512
65,65,7.1365365000001475,1667.0,9971.0,False,150,0.25,512
66,66,7.2436930829999255,1667.0,10122.0,False,150,0.25,512
67,67,7.351048291000552,1667.0,10273.0,False,150,0.25,512
68,68,7.457220791000509,1667.0,10424.0,False,150,0.25,512
69,69,7.5632358749999185,1667.0,10575.0,False,150,0.25,512
70,70,7.669953665999856,1667.0,10726.0,False,150,0.25,512
71,71,7.777571708000323,1667.0,10877.0,False,150,0.25,512
72,72,7.8894609580002,1667.0,11028.0,False,150,0.25,512
73,73,7.999309958000595,1667.0,11179.0,False,150,0.25,512
74,74,8.106902041000467,1667.0,11330.0,False,150,0.25,512
75,75,8.216983082999832,1667.0,11481.0,False,150,0.25,512
76,76,8.324478833000285,1667.0,11632.0,False,150,0.25,512
77,77,8.431855458000427,1667.0,11783.0,False,150,0.25,512
78,78,8.539005458000247,1667.0,11934.0,False,150,0.25,512
79,79,8.646428083000501,1667.0,12085.0,False,150,0.25,512
80,80,8.753525750000335,1667.0,12236.0,False,150,0.25,512
81,81,8.85962441599986,1667.0,12387.0,False,150,0.25,512
82,82,8.965715291000379,1667.0,12538.0,False,150,0.25,512
83,83,9.07255666600031,1667.0,12689.0,False,150,0.25,512
84,84,9.181386875000499,1667.0,12840.0,False,150,0.25,512
85,85,9.289212000000589,1667.0,12991.0,False,150,0.25,512
86,86,9.397160666000673,1667.0,13142.0,False,150,0.25,512
87,87,9.505236458000581,1667.0,13293.0,False,150,0.25,512
88,88,9.613431540999954,1667.0,13444.0,False,150,0.25,512
89,89,9.72127141600049,1667.0,13595.0,False,150,0.25,512
90,90,9.828986166000504,1667.0,13746.0,False,150,0.25,512
91,91,9.936048749999827,1667.0,13897.0,False,150,0.25,512
92,92,10.043070374999843,1667.0,14048.0,False,150,0.25,512
93,93,10.150692791000438,1667.0,14199.0,False,150,0.25,512
94,94,10.258553583000321,1667.0,14350.0,False,150,0.25,512
95,95,10.366226625000309,1667.0,14501.0,False,150,0.25,512
96,96,10.474193166000077,1667.0,14652.0,False,150,0.25,512
97,97,10.582260333000704,1667.0,14803.0,False,150,0.25,512
98,98,10.689824416000192,1667.0,14954.0,False,150,0.25,512
99,99,10.797498625000117,1667.0,15105.0,False,150,0.25,512
100,100,10.905034375000469,1667.0,15256.0,False,150,0.25,512
101,101,11.014487833000203,1667.0,15407.0,False,150,0.25,512
102,102,11.12213787500059,1667.0,15558.0,False,150,0.25,512
103,103,11.229755332999957,1667.0,15709.0,False,150,0.25,512
104,104,11.337778750000325,1667.0,15860.0,False,150,0.25,512
105,105,11.445910291000473,1667.0,16011.0,False,150,0.25,512
106,106,11.553099249999832,1667.0,16162.0,False,150,0.25,512
107,107,11.661846208000497,1667.0,16313.0,False,150,0.25,512
108,108,11.770097583000279,1667.0,16464.0,False,150,0.25,512
109,109,11.878091500000664,1667.0,16615.0,False,150,0.25,512
110,110,11.985369041000013,1667.0,16766.0,False,150,0.25,512
111,111,12.092922249999901,1667.0,16917.0,False,150,0.25,512
112,112,12.200101125000401,1667.0,17068.0,False,150,0.25,512
113,113,12.307995291000225,1667.0,17219.0,False,150,0.25,512
114,114,12.415716958000303,1667.0,17370.0,False,150,0.25,512
115,115,12.52658212500046,1667.0,17521.0,False,150,0.25,512
116,116,12.634474250000494,1667.0,17672.0,False,150,0.25,512
117,117,12.74228412499997,1667.0,17823.0,False,150,0.25,512
118,118,12.849607666000338,1667.0,17974.0,False,150,0.25,512
119,119,12.957438291000472,1667.0,18125.0,False,150,0.25,512
120,120,13.06570795800053,1667.0,18276.0,False,150,0.25,512
121,121,13.17343450000044,1667.0,18427.0,False,150,0.25,512
122,122,13.281041791000462,1667.0,18578.0,False,150,0.25,512
123,123,13.388343790999897,1667.0,18729.0,False,150,0.25,512
124,124,13.49453933299992,1667.0,18880.0,False,150,0.25,512
125,125,13.602882582999882,1667.0,19031.0,False,150,0.25,512
126,126,13.710113458000706,1667.0,19182.0,False,150,0.25,512
127,127,13.817657958000382,1667.0,19333.0,False,150,0.25,512
128,128,13.926413750000393,1667.0,19484.0,False,150,0.25,512
129,129,14.038371499999812,1667.0,19635.0,False,150,0.25,512
130,130,14.146281291000378,1667.0,19786.0,False,150,0.25,512
131,131,14.253673958000036,1667.0,19937.0,False,150,0.25,512
132,132,14.361122833000081,1667.0,20088.0,False,150,0.25,512
133,133,14.468694666000374,1667.0,20239.0,False,150,0.25,512
134,134,14.575373790999947,1667.0,20390.0,False,150,0.25,512
135,135,14.682859291000568,1667.0,20541.0,False,150,0.25,512
136,136,14.790265874999932,1667.0,20692.0,False,150,0.25,512
137,137,14.897732416000508,1667.0,20843.0,False,150,0.25,512
138,138,15.004729041000246,1667.0,20994.0,False,150,0.25,512
139,139,15.114974041000096,1667.0,21145.0,False,150,0.25,512
140,140,15.22635900000023,1667.0,21296.0,False,150,0.25,512
141,141,15.333602083000187,1667.0,21447.0,False,150,0.25,512
142,142,15.440932416000578,1667.0,21598.0,False,150,0.25,512
143,143,15.548030583000582,1667.0,21749.0,False,150,0.25,512
144,144,15.655671583000185,1667.0,21900.0,False,150,0.25,512
145,145,15.763825708000695,1667.0,22051.0,False,150,0.25,512
146,146,15.871166541000093,1667.0,22202.0,False,150,0.25,512
147,147,15.979450625000027,1667.0,22353.0,False,150,0.25,512
148,148,16.087265625000327,1667.0,22504.0,False,150,0.25,512
149,149,16.195251875000395,1667.0,22655.0,False,150,0.25,512
150,150,16.30477779100056,1667.0,22806.0,False,150,0.25,512
151,151,16.410735999999815,1667.0,22957.0,False,150,0.25,512
152,152,16.516362958000173,1667.0,23108.0,False,150,0.25,512
153,153,16.622401583000283,1667.0,23259.0,False,150,0.25,512
154,154,16.729686624999886,1667.0,23410.0,False,150,0.25,512
155,155,16.837135958000545,1667.0,23561.0,False,150,0.25,512
156,156,16.944291958000576,1667.0,23712.0,False,150,0.25,512
157,157,17.052438749999965,1667.0,23863.0,False,150,0.25,512
158,158,17.160230125000453,1667.0,24014.0,False,150,0.25,512
159,159,17.26787716600029,1667.0,24165.0,False,150,0.25,512
160,160,17.376657040999817,1667.0,24316.0,False,150,0.25,512
161,161,17.4867558750002,1667.0,24467.0,False,150,0.25,512
162,162,17.597637458000463,1667.0,24618.0,False,150,0.25,512
163,163,17.705578250000144,1667.0,24769.0,False,150,0.25,512
164,164,17.81264429100065,1667.0,24920.0,False,150,0.25,512
165,165,17.91849591600021,1667.0,25071.0,False,150,0.25,512
166,166,18.02754249999998,1667.0,25222.0,False,150,0.25,512
167,167,18.13581483300004,1667.0,25373.0,False,150,0.25,512
168,168,18.243890083000224,1667.0,25524.0,False,150,0.25,512
169,169,18.355875707999985,1667.0,25675.0,False,150,0.25,512
170,170,18.46336195799995,1667.0,25826.0,False,150,0.25,512
171,171,18.571443833000558,1667.0,25977.0,False,150,0.25,512
172,172,18.67959341599999,1667.0,26128.0,False,150,0.25,512
173,173,18.78730995800015,1667.0,26279.0,False,150,0.25,512
174,174,18.894804208000096,1667.0,26430.0,False,150,0.25,512
175,175,19.002741250000327,1667.0,26581.0,False,150,0.25,512
176,176,19.110434500000338,1667.0,26732.0,False,150,0.25,512
177,177,19.218208750000485,1667.0,26883.0,False,150,0.25,512
178,178,19.325761707999845,1667.0,27034.0,False,150,0.25,512
179,179,19.433671415999925,1667.0,27185.0,False,150,0.25,512
180,180,19.54129600000033,1667.0,27336.0,False,150,0.25,512
181,181,19.64902975000041,1667.0,27487.0,False,150,0.25,512
182,182,19.75636300000042,1667.0,27638.0,False,150,0.25,512
183,183,19.863753000000543,1667.0,27789.0,False,150,0.25,512
184,184,19.971135333000348,1667.0,27940.0,False,150,0.25,512
185,185,20.07820583300054,1667.0,28091.0,False,150,0.25,512
186,186,20.18431475000034,1667.0,28242.0,False,150,0.25,512
187,187,20.29212570800064,1667.0,28393.0,False,150,0.25,512
188,188,20.39988812499996,1667.0,28544.0,False,150,0.25,512
189,189,20.507855083000322,1667.0,28695.0,False,150,0.25,512
190,190,20.615422249999938,1667.0,28846.0,False,150,0.25,512
191,191,20.722948624999844,1667.0,28997.0,False,150,0.25,512
192,192,20.83028883299994,1667.0,29148.0,False,150,0.25,512
193,193,20.938783665999836,1667.0,29299.0,False,150,0.25,512
194,194,21.04609250000067,1667.0,29450.0,False,150,0.25,512
195,195,21.153492875000666,1667.0,29601.0,False,150,0.25,512
196,196,21.261045125000237,1667.0,29752.0,False,150,0.25,512
197,197,21.368505583000115,1667.0,29903.0,False,150,0.25,512
198,198,21.47554287500043,1667.0,30054.0,False,150,0.25,512
199,199,21.58301795800071,1667.0,30205.0,False,150,0.25,512
200,200,21.689185916000497,1667.0,30356.0,False,150,0.25,512
201,201,21.79531654099992,1667.0,30507.0,False,150,0.25,512
202,202,21.90122112500012,1667.0,30658.0,False,150,0.25,512
203,203,22.007073540999954,1667.0,30809.0,False,150,0.25,512
204,204,22.11284329099999,1667.0,30960.0,False,150,0.25,512
205,205,22.22020904100009,1667.0,31111.0,False,150,0.25,512
206,206,22.327856541000074,1667.0,31262.0,False,150,0.25,512
207,207,22.433613166000214,1667.0,31413.0,False,150,0.25,512
208,208,22.53967400000056,1667.0,31564.0,False,150,0.25,512
209,209,22.645907707999868,1667.0,31715.0,False,150,0.25,512
210,210,22.7535889159999,1667.0,31866.0,False,150,0.25,512
211,211,22.86150979100057,1667.0,32017.0,False,150,0.25,512
212,212,22.96948720799992,1667.0,32168.0,False,150,0.25,512
213,213,23.077146291000645,1667.0,32319.0,False,150,0.25,512
214,214,23.184903666000537,1667.0,32470.0,False,150,0.25,512
215,215,23.2923230410006,1667.0,32621.0,False,150,0.25,512
216,216,23.40040875000068,1667.0,32772.0,False,150,0.25,512
217,217,23.50874554100028,1667.0,32923.0,False,150,0.25,512
218,218,23.616416333000416,1667.0,33074.0,False,150,0.25,512
219,219,23.724033874999805,1667.0,33225.0,False,150,0.25,512
220,220,23.831363207999857,1667.0,33376.0,False,150,0.25,512
221,221,23.93892620800034,1667.0,33527.0,False,150,0.25,512
